elo,server,patch,champion,role,role_pickrate,tier,winrate,winrate_evol,pickrate,games
Master+,TOUT,16.1,Vi,jungle,95.7%,D,47.7%,-0.3%,3.3%,7 940
Master+,TOUT,16.1,Lux,support,35.2%,D,47.9%,+0.1%,2.0%,4 763
Master+,TOUT,16.1,Illaoi,top,95.5%,D,48.0%,-0.8%,1.3%,3 070
Master+,TOUT,16.1,Pantheon,support,38.5%,D,47.6%,-1.7%,1.9%,4 684
Master+,TOUT,16.1,Sejuani,jungle,62.6%,D,47.9%,+1.1%,1.1%,2 693
Master+,TOUT,16.1,Brand,support,44.4%,D,47.8%,-1.7%,1.1%,2 555
Master+,TOUT,16.1,Briar,jungle,90.1%,D,47.5%,-0.6%,1.4%,3 373
Master+,TOUT,16.1,Zyra,support,37.7%,D,47.3%,+0.4%,1.1%,2 594
Master+,TOUT,16.1,Mel,mid,60.3%,D,44.6%,-0.6%,4.0%,9 626
Master+,TOUT,16.1,Xerath,support,23.7%,D,46.7%,+0.5%,1.1%,2 738
Master+,TOUT,16.1,Azir,mid,88.0%,D,46.5%,+0.2%,2.4%,5 709
Master+,TOUT,16.1,Smolder,mid,11.3%,D,46.1%,-0.8%,1.0%,2 481
Master+,TOUT,16.1,Corki,mid,16.4%,D,45.0%,-1.0%,1.1%,2 773
Master+,TOUT,16.1,Mel,support,20.0%,D,43.0%,+1.2%,1.3%,3 192
